1 0.5427
2 0.5152
3 0.5393
4 0.5176
5 0.6146
6 0.6195
7 0.5749
8 0.5684
9 0.5496
10 0.645
11 0.6909
12 0.7489
13 0.6412
14 0.6438
15 0.8304
16 0.8973
17 0.2583
