2 0 0.0662
2 1 0.1302
2 2 0.1311
2 3 0.3794
2 4 0.3465
2 5 0.4348
2 6 0.4676
2 7 0.4635
2 8 0.4498
2 9 0.4328
2 10 0.4132

3 0 0.0908
3 1 0
3 2 0.4066
3 3 0.4284
3 4 0.3546
3 5 0.3
3 6 0.3855
3 7 0.3333
3 8 0.3712
3 9 0.3909
3 10 0.4272

4 0 0.4441
4 1 0.2415
4 2 0.3785
4 3 0.6698
4 4 0.522
4 5 0.6307
4 6 0.6631
4 7 0.731
4 8 0.553
4 9 0.6266
4 10 0.6972

5 0 0.3698
5 1 0.3525
5 2 0.421
5 3 0.6124
5 4 0.5131
5 5 0.4869
5 6 0.4313
5 7 0.5678
5 8 0.4993
5 9 0.5564
5 10 0.5891

6 0 0.365
6 1 0.1935
6 2 0.3932
6 3 0.5969
6 4 0.535
6 5 0.662
6 6 0.5891
6 7 0.6296
6 8 0.6103
6 9 0.6455
6 10 0.6502

7 0 0.3432
7 1 0.2479
7 2 0.3416
7 3 0.434
7 4 0.4856
7 5 0.5924
7 6 0.6181
7 7 0.544
7 8 0.5923
7 9 0.5753
7 10 0.6001

8 0 0.4157
8 1 0.2725
8 2 0.546
8 3 0.5025
8 4 0.6205
8 5 0.5964
8 6 0.6218
8 7 0.6621
8 8 0.6503
8 9 0.6475
8 10 0.6826

9 0 0.3743
9 1 0.4059
9 2 0.4426
9 3 0.5604
9 4 0.6563
9 5 0.6396
9 6 0.6395
9 7 0.6254
9 8 0.667
9 9 0.6416
9 10 0.6639

10 0 0.286
10 1 0.2016
10 2 0.6551
10 3 0.5428
10 4 0.5932
10 5 0.5966
10 6 0.6089
10 7 0.6334
10 8 0.6462
10 9 0.6561
10 10 0.6992

11 0 0.4137
11 1 0.3799
11 2 0.6281
11 3 0.565
11 4 0.6989
11 5 0.6247
11 6 0.5666
11 7 0.7012
11 8 0.6851
11 9 0.6928
11 10 0.7488

12 0 0.3598
12 1 0.4343
12 2 0.4912
12 3 0.5708
12 4 0.6551
12 5 0.6928
12 6 0.7114
12 7 0.803
12 8 0.7278
12 9 0.806
12 10 0.7925

14 0 0.3547
14 1 0.3788
14 2 0.6473
14 3 0.566
14 4 0.6985
14 5 0.6421
14 6 0.7908
14 7 0.7007
14 8 0.7855
14 9 0.7654
14 10 0.7695

15 0 0.2139
15 1 0.3293
15 2 0.4795
15 3 0.5376
15 4 0.5606
15 5 0.6212
15 6 0.6777
15 7 0.7139
15 8 0.6933
15 9 0.7468
15 10 0.7384

17 0 0.4504
17 1 0.3188
17 2 0.4243
17 3 0.5316
17 4 0.5637
17 5 0.653
17 6 0.6833
17 7 0.7594
17 8 0.6755
17 9 0.8358
17 10 0.7223

19 0 0.3296
19 1 0.2971
19 2 0.4828
19 3 0.5709
19 4 0.6038
19 5 0.686
19 6 0.7737
19 7 0.7821
19 8 0.7526
19 9 0.7352
19 10 0.7861

21 0 0.3764
21 1 0.2523
21 2 0.4779
21 3 0.5741
21 4 0.6693
21 5 0.6504
21 6 0.7119
21 7 0.7382
21 8 0.7382
21 9 0.7651
21 10 0.6908

24 0 0.3692
24 1 0.2414
24 2 0.6037
24 3 0.5303
24 4 0.5973
24 5 0.702
24 6 0.7841
24 7 0.7678
24 8 0.7512
24 9 0.7821
24 10 0.7796

27 0 0.3126
27 1 0.2383
27 2 0.6029
27 3 0.5465
27 4 0.6089
27 5 0.7168
27 6 0.7333
27 7 0.7673
27 8 0.7428
27 9 0.7167
27 10 0.8215

30 0 0.3469
30 1 0.2062
30 2 0.462
30 3 0.5788
30 4 0.6398
30 5 0.6201
30 6 0.7376
30 7 0.7634
30 8 0.7303
30 9 0.7375
30 10 0.7736

33 0 0.4004
33 1 0.3419
33 2 0.6691
33 3 0.6023
33 4 0.6029
33 5 0.6276
33 6 0.7627
33 7 0.7546
33 8 0.7796
33 9 0.7568
33 10 0.8095

37 0 0.3722
37 1 0.3018
37 2 0.6694
37 3 0.6087
37 4 0.6147
37 5 0.753
37 6 0.7594
37 7 0.7196
37 8 0.7842
37 9 0.8199
37 10 0.786

41 0 0.3002
41 1 0.3396
41 2 0.6962
41 3 0.5467
41 4 0.7415
41 5 0.7195
41 6 0.7695
41 7 0.7803
41 8 0.7656
41 9 0.7675
41 10 0.798

45 0 0.3955
45 1 0.3424
45 2 0.7382
45 3 0.556
45 4 0.5063
45 5 0.5654
45 6 0.7989
45 7 0.6964
45 8 0.8182
45 9 0.7581
45 10 0.7759

50 0 0.381
50 1 0.3746
50 2 0.6665
50 3 0.5403
50 4 0.6468
50 5 0.6927
50 6 0.7276
50 7 0.827
50 8 0.7297
50 9 0.7614
50 10 0.7758

56 0 0.3552
56 1 0.3287
56 2 0.7296
56 3 0.5337
56 4 0.5804
56 5 0.6425
56 6 0.7062
56 7 0.7222
56 8 0.7758
56 9 0.7652
56 10 0.8045

62 0 0.4301
62 1 0.3087
62 2 0.6138
62 3 0.5776
62 4 0.5368
62 5 0.786
62 6 0.8214
62 7 0.6766
62 8 0.8566
62 9 0.7655
62 10 0.8475

69 0 0.3971
69 1 0.2504
69 2 0.7547
69 3 0.5438
69 4 0.5284
69 5 0.7802
69 6 0.7548
69 7 0.7544
69 8 0.6592
69 9 0.6932
69 10 0.7982

77 0 0.4159
77 1 0.2803
77 2 0.6989
77 3 0.6163
77 4 0.5153
77 5 0.6329
77 6 0.8078
77 7 0.7925
77 8 0.7456
77 9 0.729
77 10 0.7839

86 0 0.4205
86 1 0.3383
86 2 0.6166
86 3 0.6436
86 4 0.5698
86 5 0.5905
86 6 0.6699
86 7 0.7305
86 8 0.7841
86 9 0.6855
86 10 0.82

95 0 0.3984
95 1 0.197
95 2 0.6969
95 3 0.5068
95 4 0.701
95 5 0.6699
95 6 0.839
95 7 0.7514
95 8 0.79
95 9 0.7572
95 10 0.8147

106 0 0.3838
106 1 0.3087
106 2 0.6135
106 3 0.4968
106 4 0.5838
106 5 0.7148
106 6 0.7319
106 7 0.68
106 8 0.7298
106 9 0.7736
106 10 0.8254

118 0 0.3937
118 1 0.2101
118 2 0.524
118 3 0.5032
118 4 0.5548
118 5 0.7147
118 6 0.704
118 7 0.6842
118 8 0.7859
118 9 0.7674
118 10 0.839

131 0 0.3632
131 1 0.2774
131 2 0.7512
131 3 0.6861
131 4 0.5695
131 5 0.5348
131 6 0.7077
131 7 0.7864
131 8 0.6804
131 9 0.7424
131 10 0.7556

145 0 0.3785
145 1 0.2467
145 2 0.4088
145 3 0.5792
145 4 0.5583
145 5 0.5993
145 6 0.7511
145 7 0.7779
145 8 0.6515
145 9 0.7299
145 10 0.7477

162 0 0.3833
162 1 0.1569
162 2 0.687
162 3 0.544
162 4 0.5483
162 5 0.6126
162 6 0.6765
162 7 0.6717
162 8 0.7677
162 9 0.7899
162 10 0.7247

180 0 0.3926
180 1 0.1671
180 2 0.5899
180 3 0.4642
180 4 0.5814
180 5 0.6711
180 6 0.749
180 7 0.8269
180 8 0.6792
180 9 0.6578
180 10 0.7274

200 0 0.3877
200 1 0.1936
200 2 0.668
200 3 0.5612
200 4 0.6896
200 5 0.5959
200 6 0.7907
200 7 0.6247
200 8 0.736
200 9 0.8114
200 10 0.7489

