1 0.7073
2 -0.1205
3 0.6086
4 0.3582
5 0.6921
6 0.7145
7 0.7068
8 0.8144
9 0.8833
10 0.4028
11 0.6349
12 0.8223
13 0.7958
14 0.5175
15 0.5178
16 0.6472
17 0.8434
