1 0.5931
2 0.5
3 0.5248
4 0.3345
5 0.817
6 0.6889
7 0.4358
8 0.6739
9 0.8385
10 0.4719
11 0.2904
12 0.6709
13 0.5903
14 0.6518
15 0.6928
16 0.5953
17 0.5618
