11.000000000 2.0e0 6.281e-1 6.281e-1
11.000000000 3.0e0 5.65e-1 5.65e-1
11.000000000 4.0e0 6.989e-1 6.989e-1
11.000000000 5.0e0 6.247e-1 6.247e-1
11.000000000 6.0e0 5.666e-1 5.666e-1
11.000000000 7.0e0 7.012e-1 7.012e-1
11.000000000 8.0e0 6.851e-1 6.851e-1
11.000000000 9.0e0 6.928e-1 6.928e-1
11.000000000 1.0e1 7.488e-1 7.488e-1

12.000000000 0.0e0 3.598e-1 3.598e-1
12.000000000 1.0e0 4.343e-1 4.343e-1
12.000000000 2.0e0 4.912e-1 4.912e-1
12.000000000 3.0e0 5.708e-1 5.708e-1
12.000000000 4.0e0 6.551e-1 6.551e-1
12.000000000 5.0e0 6.928e-1 6.928e-1
12.000000000 6.0e0 7.114e-1 7.114e-1
12.000000000 7.0e0 8.03e-1 8.03e-1
12.000000000 8.0e0 7.278e-1 7.278e-1
12.000000000 9.0e0 8.06e-1 8.06e-1
12.000000000 1.0e1 7.925e-1 7.925e-1

14.000000000 0.0e0 3.547e-1 3.547e-1
14.000000000 1.0e0 3.788e-1 3.788e-1
14.000000000 2.0e0 6.473e-1 6.473e-1
14.000000000 3.0e0 5.66e-1 5.66e-1
14.000000000 4.0e0 6.985e-1 6.985e-1
14.000000000 5.0e0 6.421e-1 6.421e-1
14.000000000 6.0e0 7.908e-1 7.908e-1
14.000000000 7.0e0 7.007e-1 7.007e-1
14.000000000 8.0e0 7.855e-1 7.855e-1
14.000000000 9.0e0 7.654e-1 7.654e-1
14.000000000 1.0e1 7.695e-1 7.695e-1

15.000000000 0.0e0 2.139e-1 2.139e-1
15.000000000 1.0e0 3.293e-1 3.293e-1
15.000000000 2.0e0 4.795e-1 4.795e-1
15.000000000 3.0e0 5.376e-1 5.376e-1
15.000000000 4.0e0 5.606e-1 5.606e-1
15.000000000 5.0e0 6.212e-1 6.212e-1
15.000000000 6.0e0 6.777e-1 6.777e-1
15.000000000 7.0e0 7.139e-1 7.139e-1
15.000000000 8.0e0 6.933e-1 6.933e-1
15.000000000 9.0e0 7.468e-1 7.468e-1
15.000000000 1.0e1 7.384e-1 7.384e-1

17.000000000 0.0e0 4.504e-1 4.504e-1
17.000000000 1.0e0 3.188e-1 3.188e-1
17.000000000 2.0e0 4.243e-1 4.243e-1
17.000000000 3.0e0 5.316e-1 5.316e-1
17.000000000 4.0e0 5.637e-1 5.637e-1
17.000000000 5.0e0 6.53e-1 6.53e-1
17.000000000 6.0e0 6.833e-1 6.833e-1
17.000000000 7.0e0 7.594e-1 7.594e-1
17.000000000 8.0e0 6.755e-1 6.755e-1
17.000000000 9.0e0 8.358e-1 8.358e-1
17.000000000 1.0e1 7.223e-1 7.223e-1

19.000000000 0.0e0 3.296e-1 3.296e-1
19.000000000 1.0e0 2.971e-1 2.971e-1
19.000000000 2.0e0 4.828e-1 4.828e-1
19.000000000 3.0e0 5.709e-1 5.709e-1
19.000000000 4.0e0 6.038e-1 6.038e-1
19.000000000 5.0e0 6.86e-1 6.86e-1
19.000000000 6.0e0 7.737e-1 7.737e-1
19.000000000 7.0e0 7.821e-1 7.821e-1
19.000000000 8.0e0 7.526e-1 7.526e-1
19.000000000 9.0e0 7.352e-1 7.352e-1
19.000000000 1.0e1 7.861e-1 7.861e-1

21.000000000 0.0e0 3.764e-1 3.764e-1
21.000000000 1.0e0 2.523e-1 2.523e-1
21.000000000 2.0e0 4.779e-1 4.779e-1
21.000000000 3.0e0 5.741e-1 5.741e-1
21.000000000 4.0e0 6.693e-1 6.693e-1
21.000000000 5.0e0 6.504e-1 6.504e-1
21.000000000 6.0e0 7.119e-1 7.119e-1
21.000000000 7.0e0 7.382e-1 7.382e-1
21.000000000 8.0e0 7.382e-1 7.382e-1
21.000000000 9.0e0 7.651e-1 7.651e-1
21.000000000 1.0e1 6.908e-1 6.908e-1

24.000000000 0.0e0 3.692e-1 3.692e-1
24.000000000 1.0e0 2.414e-1 2.414e-1
24.000000000 2.0e0 6.037e-1 6.037e-1
24.000000000 3.0e0 5.303e-1 5.303e-1
24.000000000 4.0e0 5.973e-1 5.973e-1
24.000000000 5.0e0 7.02e-1 7.02e-1
24.000000000 6.0e0 7.841e-1 7.841e-1
24.000000000 7.0e0 7.678e-1 7.678e-1
24.000000000 8.0e0 7.512e-1 7.512e-1
24.000000000 9.0e0 7.821e-1 7.821e-1
24.000000000 1.0e1 7.796e-1 7.796e-1

27.000000000 0.0e0 3.126e-1 3.126e-1
27.000000000 1.0e0 2.383e-1 2.383e-1
27.000000000 2.0e0 6.029e-1 6.029e-1
27.000000000 3.0e0 5.465e-1 5.465e-1
27.000000000 4.0e0 6.089e-1 6.089e-1
27.000000000 5.0e0 7.168e-1 7.168e-1
27.000000000 6.0e0 7.333e-1 7.333e-1
27.000000000 7.0e0 7.673e-1 7.673e-1
27.000000000 8.0e0 7.428e-1 7.428e-1
27.000000000 9.0e0 7.167e-1 7.167e-1
27.000000000 1.0e1 8.215e-1 8.215e-1

30.000000000 0.0e0 3.469e-1 3.469e-1
30.000000000 1.0e0 2.062e-1 2.062e-1
30.000000000 2.0e0 4.62e-1 4.62e-1
30.000000000 3.0e0 5.788e-1 5.788e-1
30.000000000 4.0e0 6.398e-1 6.398e-1
30.000000000 5.0e0 6.201e-1 6.201e-1
30.000000000 6.0e0 7.376e-1 7.376e-1
30.000000000 7.0e0 7.634e-1 7.634e-1
30.000000000 8.0e0 7.303e-1 7.303e-1
30.000000000 9.0e0 7.375e-1 7.375e-1
30.000000000 1.0e1 7.736e-1 7.736e-1

33.000000000 0.0e0 4.004e-1 4.004e-1
33.000000000 1.0e0 3.419e-1 3.419e-1
33.000000000 2.0e0 6.691e-1 6.691e-1
33.000000000 3.0e0 6.023e-1 6.023e-1
33.000000000 4.0e0 6.029e-1 6.029e-1
33.000000000 5.0e0 6.276e-1 6.276e-1
33.000000000 6.0e0 7.627e-1 7.627e-1
33.000000000 7.0e0 7.546e-1 7.546e-1
33.000000000 8.0e0 7.796e-1 7.796e-1
33.000000000 9.0e0 7.568e-1 7.568e-1
33.000000000 1.0e1 8.095e-1 8.095e-1

37.000000000 0.0e0 3.722e-1 3.722e-1
37.000000000 1.0e0 3.018e-1 3.018e-1
37.000000000 2.0e0 6.694e-1 6.694e-1
37.000000000 3.0e0 6.087e-1 6.087e-1
37.000000000 4.0e0 6.147e-1 6.147e-1
37.000000000 5.0e0 7.53e-1 7.53e-1
37.000000000 6.0e0 7.594e-1 7.594e-1
37.000000000 7.0e0 7.196e-1 7.196e-1
37.000000000 8.0e0 7.842e-1 7.842e-1
37.000000000 9.0e0 8.199e-1 8.199e-1
37.000000000 1.0e1 7.86e-1 7.86e-1

41.000000000 0.0e0 3.002e-1 3.002e-1
41.000000000 1.0e0 3.396e-1 3.396e-1
41.000000000 2.0e0 6.962e-1 6.962e-1
41.000000000 3.0e0 5.467e-1 5.467e-1
41.000000000 4.0e0 7.415e-1 7.415e-1
41.000000000 5.0e0 7.195e-1 7.195e-1
41.000000000 6.0e0 7.695e-1 7.695e-1
41.000000000 7.0e0 7.803e-1 7.803e-1
41.000000000 8.0e0 7.656e-1 7.656e-1
41.000000000 9.0e0 7.675e-1 7.675e-1
41.000000000 1.0e1 7.98e-1 7.98e-1

45.000000000 0.0e0 3.955e-1 3.955e-1
45.000000000 1.0e0 3.424e-1 3.424e-1
45.000000000 2.0e0 7.382e-1 7.382e-1
45.000000000 3.0e0 5.56e-1 5.56e-1
45.000000000 4.0e0 5.063e-1 5.063e-1
45.000000000 5.0e0 5.654e-1 5.654e-1
45.000000000 6.0e0 7.989e-1 7.989e-1
45.000000000 7.0e0 6.964e-1 6.964e-1
45.000000000 8.0e0 8.182e-1 8.182e-1
45.000000000 9.0e0 7.581e-1 7.581e-1
45.000000000 1.0e1 7.759e-1 7.759e-1

50.000000000 0.0e0 3.81e-1 3.81e-1
50.000000000 1.0e0 3.746e-1 3.746e-1
50.000000000 2.0e0 6.665e-1 6.665e-1
50.000000000 3.0e0 5.403e-1 5.403e-1
50.000000000 4.0e0 6.468e-1 6.468e-1
50.000000000 5.0e0 6.927e-1 6.927e-1
50.000000000 6.0e0 7.276e-1 7.276e-1
50.000000000 7.0e0 8.27e-1 8.27e-1
50.000000000 8.0e0 7.297e-1 7.297e-1
50.000000000 9.0e0 7.614e-1 7.614e-1
50.000000000 1.0e1 7.758e-1 7.758e-1

56.000000000 0.0e0 3.552e-1 3.552e-1
56.000000000 1.0e0 3.287e-1 3.287e-1
56.000000000 2.0e0 7.296e-1 7.296e-1
56.000000000 3.0e0 5.337e-1 5.337e-1
56.000000000 4.0e0 5.804e-1 5.804e-1
56.000000000 5.0e0 6.425e-1 6.425e-1
56.000000000 6.0e0 7.062e-1 7.062e-1
56.000000000 7.0e0 7.222e-1 7.222e-1
56.000000000 8.0e0 7.758e-1 7.758e-1
56.000000000 9.0e0 7.652e-1 7.652e-1
56.000000000 1.0e1 8.045e-1 8.045e-1

62.000000000 0.0e0 4.301e-1 4.301e-1
62.000000000 1.0e0 3.087e-1 3.087e-1
62.000000000 2.0e0 6.138e-1 6.138e-1
62.000000000 3.0e0 5.776e-1 5.776e-1
62.000000000 4.0e0 5.368e-1 5.368e-1
62.000000000 5.0e0 7.86e-1 7.86e-1
62.000000000 6.0e0 8.214e-1 8.214e-1
62.000000000 7.0e0 6.766e-1 6.766e-1
62.000000000 8.0e0 8.566e-1 8.566e-1
62.000000000 9.0e0 7.655e-1 7.655e-1
62.000000000 1.0e1 8.475e-1 8.475e-1

69.000000000 0.0e0 3.971e-1 3.971e-1
69.000000000 1.0e0 2.504e-1 2.504e-1
69.000000000 2.0e0 7.547e-1 7.547e-1
69.000000000 3.0e0 5.438e-1 5.438e-1
69.000000000 4.0e0 5.284e-1 5.284e-1
69.000000000 5.0e0 7.802e-1 7.802e-1
69.000000000 6.0e0 7.548e-1 7.548e-1
69.000000000 7.0e0 7.544e-1 7.544e-1
69.000000000 8.0e0 6.592e-1 6.592e-1
69.000000000 9.0e0 6.932e-1 6.932e-1
69.000000000 1.0e1 7.982e-1 7.982e-1

77.000000000 0.0e0 4.159e-1 4.159e-1
77.000000000 1.0e0 2.803e-1 2.803e-1
77.000000000 2.0e0 6.989e-1 6.989e-1
77.000000000 3.0e0 6.163e-1 6.163e-1
77.000000000 4.0e0 5.153e-1 5.153e-1
77.000000000 5.0e0 6.329e-1 6.329e-1
77.000000000 6.0e0 8.078e-1 8.078e-1
77.000000000 7.0e0 7.925e-1 7.925e-1
77.000000000 8.0e0 7.456e-1 7.456e-1
77.000000000 9.0e0 7.29e-1 7.29e-1
77.000000000 1.0e1 7.839e-1 7.839e-1

86.000000000 0.0e0 4.205e-1 4.205e-1
86.000000000 1.0e0 3.383e-1 3.383e-1
86.000000000 2.0e0 6.166e-1 6.166e-1
86.000000000 3.0e0 6.436e-1 6.436e-1
86.000000000 4.0e0 5.698e-1 5.698e-1
86.000000000 5.0e0 5.905e-1 5.905e-1
86.000000000 6.0e0 6.699e-1 6.699e-1
86.000000000 7.0e0 7.305e-1 7.305e-1
86.000000000 8.0e0 7.841e-1 7.841e-1
86.000000000 9.0e0 6.855e-1 6.855e-1
86.000000000 1.0e1 8.2e-1 8.2e-1

95.000000000 0.0e0 3.984e-1 3.984e-1
95.000000000 1.0e0 1.97e-1 1.97e-1
95.000000000 2.0e0 6.969e-1 6.969e-1
95.000000000 3.0e0 5.068e-1 5.068e-1
95.000000000 4.0e0 7.01e-1 7.01e-1
95.000000000 5.0e0 6.699e-1 6.699e-1
95.000000000 6.0e0 8.39e-1 8.39e-1
95.000000000 7.0e0 7.514e-1 7.514e-1
95.000000000 8.0e0 7.9e-1 7.9e-1
95.000000000 9.0e0 7.572e-1 7.572e-1
95.000000000 1.0e1 8.147e-1 8.147e-1

106.000000000 0.0e0 3.838e-1 3.838e-1
106.000000000 1.0e0 3.087e-1 3.087e-1
106.000000000 2.0e0 6.135e-1 6.135e-1
106.000000000 3.0e0 4.968e-1 4.968e-1
106.000000000 4.0e0 5.838e-1 5.838e-1
106.000000000 5.0e0 7.148e-1 7.148e-1
106.000000000 6.0e0 7.319e-1 7.319e-1
106.000000000 7.0e0 6.8e-1 6.8e-1
106.000000000 8.0e0 7.298e-1 7.298e-1
106.000000000 9.0e0 7.736e-1 7.736e-1
106.000000000 1.0e1 8.254e-1 8.254e-1

118.000000000 0.0e0 3.937e-1 3.937e-1
118.000000000 1.0e0 2.101e-1 2.101e-1
118.000000000 2.0e0 5.24e-1 5.24e-1
118.000000000 3.0e0 5.032e-1 5.032e-1
118.000000000 4.0e0 5.548e-1 5.548e-1
118.000000000 5.0e0 7.147e-1 7.147e-1
118.000000000 6.0e0 7.04e-1 7.04e-1
118.000000000 7.0e0 6.842e-1 6.842e-1
118.000000000 8.0e0 7.859e-1 7.859e-1
118.000000000 9.0e0 7.674e-1 7.674e-1
118.000000000 1.0e1 8.39e-1 8.39e-1

131.000000000 0.0e0 3.632e-1 3.632e-1
131.000000000 1.0e0 2.774e-1 2.774e-1
131.000000000 2.0e0 7.512e-1 7.512e-1
131.000000000 3.0e0 6.861e-1 6.861e-1
131.000000000 4.0e0 5.695e-1 5.695e-1
131.000000000 5.0e0 5.348e-1 5.348e-1
131.000000000 6.0e0 7.077e-1 7.077e-1
131.000000000 7.0e0 7.864e-1 7.864e-1
131.000000000 8.0e0 6.804e-1 6.804e-1
131.000000000 9.0e0 7.424e-1 7.424e-1
131.000000000 1.0e1 7.556e-1 7.556e-1

145.000000000 0.0e0 3.785e-1 3.785e-1
145.000000000 1.0e0 2.467e-1 2.467e-1
145.000000000 2.0e0 4.088e-1 4.088e-1
145.000000000 3.0e0 5.792e-1 5.792e-1
145.000000000 4.0e0 5.583e-1 5.583e-1
145.000000000 5.0e0 5.993e-1 5.993e-1
145.000000000 6.0e0 7.511e-1 7.511e-1
145.000000000 7.0e0 7.779e-1 7.779e-1
145.000000000 8.0e0 6.515e-1 6.515e-1
145.000000000 9.0e0 7.299e-1 7.299e-1
145.000000000 1.0e1 7.477e-1 7.477e-1

162.000000000 0.0e0 3.833e-1 3.833e-1
162.000000000 1.0e0 1.569e-1 1.569e-1
162.000000000 2.0e0 6.87e-1 6.87e-1
162.000000000 3.0e0 5.44e-1 5.44e-1
162.000000000 4.0e0 5.483e-1 5.483e-1
162.000000000 5.0e0 6.126e-1 6.126e-1
162.000000000 6.0e0 6.765e-1 6.765e-1
162.000000000 7.0e0 6.717e-1 6.717e-1
162.000000000 8.0e0 7.677e-1 7.677e-1
162.000000000 9.0e0 7.899e-1 7.899e-1
162.000000000 1.0e1 7.247e-1 7.247e-1

180.00000000 0.0e0 3.926e-1 3.926e-1
180.00000000 1.0e0 1.671e-1 1.671e-1
180.00000000 2.0e0 5.899e-1 5.899e-1
180.00000000 3.0e0 4.642e-1 4.642e-1
180.00000000 4.0e0 5.814e-1 5.814e-1
180.00000000 5.0e0 6.711e-1 6.711e-1
180.00000000 6.0e0 7.49e-1 7.49e-1
180.00000000 7.0e0 8.269e-1 8.269e-1
180.00000000 8.0e0 6.792e-1 6.792e-1
180.00000000 9.0e0 6.578e-1 6.578e-1
180.00000000 1.0e1 7.274e-1 7.274e-1

200.00000000 0.0e0 3.877e-1 3.877e-1
200.00000000 1.0e0 1.936e-1 1.936e-1
200.00000000 2.0e0 6.68e-1 6.68e-1
200.00000000 3.0e0 5.612e-1 5.612e-1
200.00000000 4.0e0 6.896e-1 6.896e-1
200.00000000 5.0e0 5.959e-1 5.959e-1
200.00000000 6.0e0 7.907e-1 7.907e-1
200.00000000 7.0e0 6.247e-1 6.247e-1
200.00000000 8.0e0 7.36e-1 7.36e-1
200.00000000 9.0e0 8.114e-1 8.114e-1
200.00000000 1.0e1 7.489e-1 7.489e-1
